1. feature 40 (0.109476)
2. feature 8 (0.108171)
3. feature 60 (0.059813)
4. feature 105 (0.050767)
5. feature 61 (0.044181)
6. feature 131 (0.031847)
7. feature 24 (0.030852)
8. feature 113 (0.021996)
9. feature 32 (0.019066)
10. feature 121 (0.017847)
11. feature 108 (0.014049)
12. feature 93 (0.013973)
13. feature 23 (0.013631)
14. feature 31 (0.012422)
15. feature 103 (0.011643)
16. feature 34 (0.011329)
17. feature 57 (0.011186)
18. feature 20 (0.011173)
19. feature 54 (0.010726)
20. feature 84 (0.009949)
21. feature 65 (0.009801)
22. feature 73 (0.009560)
23. feature 37 (0.009331)
24. feature 21 (0.008824)
25. feature 5 (0.008672)
26. feature 1 (0.008668)
27. feature 85 (0.008603)
28. feature 75 (0.008478)
29. feature 94 (0.008244)
30. feature 71 (0.008030)
31. feature 30 (0.007900)
32. feature 92 (0.007739)
33. feature 66 (0.007574)
34. feature 79 (0.007456)
35. feature 81 (0.007178)
36. feature 91 (0.007039)
37. feature 80 (0.007007)
38. feature 35 (0.006900)
39. feature 47 (0.006669)
40. feature 52 (0.006662)
41. feature 26 (0.006475)
42. feature 12 (0.006375)
43. feature 38 (0.006337)
44. feature 27 (0.006313)
45. feature 49 (0.006299)
46. feature 82 (0.006260)
47. feature 87 (0.006170)
48. feature 88 (0.006128)
49. feature 78 (0.006026)
50. feature 179 (0.005892)
51. feature 77 (0.005829)
52. feature 95 (0.005807)
53. feature 89 (0.005680)
54. feature 83 (0.005587)
55. feature 90 (0.005494)
56. feature 4 (0.005391)
57. feature 55 (0.005204)
58. feature 36 (0.004942)
59. feature 69 (0.004862)
60. feature 17 (0.004670)
61. feature 67 (0.004558)
62. feature 58 (0.004527)
63. feature 25 (0.004485)
64. feature 15 (0.004387)
65. feature 11 (0.004372)
66. feature 48 (0.004361)
67. feature 39 (0.004302)
68. feature 0 (0.004070)
69. feature 10 (0.004053)
70. feature 6 (0.004034)
71. feature 13 (0.003919)
72. feature 86 (0.003883)
73. feature 120 (0.003851)
74. feature 18 (0.003810)
75. feature 16 (0.003570)
76. feature 198 (0.003461)
77. feature 29 (0.003384)
78. feature 151 (0.003366)
79. feature 122 (0.003185)
80. feature 3 (0.002990)
81. feature 14 (0.002951)
82. feature 44 (0.002879)
83. feature 134 (0.002436)
84. feature 45 (0.002263)
85. feature 130 (0.002181)
86. feature 51 (0.002049)
87. feature 145 (0.002038)
88. feature 56 (0.001796)
89. feature 107 (0.001722)
90. feature 63 (0.001708)
91. feature 68 (0.001520)
92. feature 50 (0.001453)
93. feature 159 (0.000996)
94. feature 110 (0.000952)
95. feature 117 (0.000952)
96. feature 114 (0.000805)
97. feature 43 (0.000790)
98. feature 33 (0.000665)
99. feature 22 (0.000629)
100. feature 28 (0.000475)
101. feature 46 (0.000000)
102. feature 41 (0.000000)
103. feature 42 (0.000000)
104. feature 70 (0.000000)
105. feature 2 (0.000000)
106. feature 64 (0.000000)
107. feature 76 (0.000000)
108. feature 74 (0.000000)
109. feature 7 (0.000000)
110. feature 53 (0.000000)
111. feature 9 (0.000000)
112. feature 19 (0.000000)
113. feature 59 (0.000000)
114. feature 62 (0.000000)
115. feature 72 (0.000000)
116. feature 199 (0.000000)
117. feature 96 (0.000000)
118. feature 167 (0.000000)
119. feature 175 (0.000000)
120. feature 174 (0.000000)
121. feature 173 (0.000000)
122. feature 172 (0.000000)
123. feature 171 (0.000000)
124. feature 170 (0.000000)
125. feature 169 (0.000000)
126. feature 168 (0.000000)
127. feature 166 (0.000000)
128. feature 97 (0.000000)
129. feature 165 (0.000000)
130. feature 164 (0.000000)
131. feature 163 (0.000000)
132. feature 162 (0.000000)
133. feature 161 (0.000000)
134. feature 160 (0.000000)
135. feature 158 (0.000000)
136. feature 157 (0.000000)
137. feature 176 (0.000000)
138. feature 177 (0.000000)
139. feature 178 (0.000000)
140. feature 180 (0.000000)
141. feature 197 (0.000000)
142. feature 196 (0.000000)
143. feature 195 (0.000000)
144. feature 194 (0.000000)
145. feature 193 (0.000000)
146. feature 192 (0.000000)
147. feature 191 (0.000000)
148. feature 190 (0.000000)
149. feature 189 (0.000000)
150. feature 188 (0.000000)
151. feature 187 (0.000000)
152. feature 186 (0.000000)
153. feature 185 (0.000000)
154. feature 184 (0.000000)
155. feature 183 (0.000000)
156. feature 182 (0.000000)
157. feature 181 (0.000000)
158. feature 156 (0.000000)
159. feature 155 (0.000000)
160. feature 154 (0.000000)
161. feature 128 (0.000000)
162. feature 126 (0.000000)
163. feature 125 (0.000000)
164. feature 124 (0.000000)
165. feature 123 (0.000000)
166. feature 119 (0.000000)
167. feature 118 (0.000000)
168. feature 116 (0.000000)
169. feature 115 (0.000000)
170. feature 112 (0.000000)
171. feature 111 (0.000000)
172. feature 109 (0.000000)
173. feature 106 (0.000000)
174. feature 104 (0.000000)
175. feature 102 (0.000000)
176. feature 101 (0.000000)
177. feature 100 (0.000000)
178. feature 98 (0.000000)
179. feature 127 (0.000000)
180. feature 129 (0.000000)
181. feature 153 (0.000000)
182. feature 132 (0.000000)
183. feature 152 (0.000000)
184. feature 150 (0.000000)
185. feature 149 (0.000000)
186. feature 148 (0.000000)
187. feature 147 (0.000000)
188. feature 146 (0.000000)
189. feature 144 (0.000000)
190. feature 143 (0.000000)
191. feature 142 (0.000000)
192. feature 141 (0.000000)
193. feature 140 (0.000000)
194. feature 139 (0.000000)
195. feature 138 (0.000000)
196. feature 137 (0.000000)
197. feature 136 (0.000000)
198. feature 135 (0.000000)
199. feature 133 (0.000000)
200. feature 99 (0.000000)
